Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"click(findTestObject(""Object Repository/Page_Demo Web Shop/a_Gift Cards""))",Chrome 116.0.0.0,,,2023-09-25 22:58:59,2023-09-25 22:59:01,1.388s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Page_Demo Web Shop. Gift Cards/h1_Gift Cards""), 0)",Chrome 116.0.0.0,,,2023-09-25 22:59:01,2023-09-25 22:59:01,0.379s,PASSED
"verifyElementText(findTestObject(""Object Repository/Page_Demo Web Shop. Gift Cards/h1_Gift Cards""), ""Gift Cards"")",Chrome 116.0.0.0,,,2023-09-25 22:59:01,2023-09-25 22:59:01,0.357s,PASSED
closeBrowser(),Chrome 116.0.0.0,,,2023-09-25 22:59:01,2023-09-25 22:59:02,0.988s,PASSED
,,,,,,,
Test Cases/Categories - Jewelry,Chrome 116.0.0.0,,,2023-09-25 22:59:02,2023-09-25 22:59:12,9.844s,PASSED
"openBrowser("""")",Chrome 116.0.0.0,,,2023-09-25 22:59:03,2023-09-25 22:59:05,2.373s,PASSED
"navigateToUrl(""https://demowebshop.tricentis.com/"")",Chrome 116.0.0.0,,,2023-09-25 22:59:05,2023-09-25 22:59:09,4.032s,PASSED
"click(findTestObject(""Object Repository/Page_Demo Web Shop/a_Jewelry""))",Chrome 116.0.0.0,,,2023-09-25 22:59:09,2023-09-25 22:59:11,1.317s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Page_Demo Web Shop. Jewelry/h1_Jewelry""), 0)",Chrome 116.0.0.0,,,2023-09-25 22:59:11,2023-09-25 22:59:11,0.369s,PASSED
"verifyElementText(findTestObject(""Object Repository/Page_Demo Web Shop. Jewelry/h1_Jewelry""), ""Jewelry"")",Chrome 116.0.0.0,,,2023-09-25 22:59:11,2023-09-25 22:59:11,0.371s,PASSED
closeBrowser(),Chrome 116.0.0.0,,,2023-09-25 22:59:11,2023-09-25 22:59:12,1.020s,PASSED
