Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Test Cases/Top Menu - Electronics,Chrome 116.0.0.0,,,2023-09-25 23:28:52,2023-09-25 23:29:03,10.600s,PASSED
"openBrowser("""")",Chrome 116.0.0.0,,,2023-09-25 23:28:53,2023-09-25 23:28:55,2.530s,PASSED
"navigateToUrl(""https://demowebshop.tricentis.com/"")",Chrome 116.0.0.0,,,2023-09-25 23:28:55,2023-09-25 23:29:00,4.524s,PASSED
"click(findTestObject(""Object Repository/Page_Demo Web Shop/a_Electronics""))",Chrome 116.0.0.0,,,2023-09-25 23:29:00,2023-09-25 23:29:01,1.318s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Page_Demo Web Shop. Electronics/h1_Electronics""), 0)",Chrome 116.0.0.0,,,2023-09-25 23:29:01,2023-09-25 23:29:01,0.366s,PASSED
"verifyElementText(findTestObject(""Object Repository/Page_Demo Web Shop. Electronics/h1_Electronics""), ""Electronics"")",Chrome 116.0.0.0,,,2023-09-25 23:29:01,2023-09-25 23:29:02,0.366s,PASSED
closeBrowser(),Chrome 116.0.0.0,,,2023-09-25 23:29:02,2023-09-25 23:29:03,1.031s,PASSED
,,,,,,,
Test Cases/Top Menu - Gift cards,Chrome 116.0.0.0,,,2023-09-25 23:29:03,2023-09-25 23:29:13,10.027s,PASSED
"openBrowser("""")",Chrome 116.0.0.0,,,2023-09-25 23:29:03,2023-09-25 23:29:06,2.576s,PASSED
"navigateToUrl(""https://demowebshop.tricentis.com/"")",Chrome 116.0.0.0,,,2023-09-25 23:29:06,2023-09-25 23:29:10,3.949s,PASSED
"click(findTestObject(""Object Repository/Page_Demo Web Shop/a_Gift Cards""))",Chrome 116.0.0.0,,,2023-09-25 23:29:10,2023-09-25 23:29:11,1.299s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Page_Demo Web Shop. Gift Cards/h1_Gift Cards""), 0)",Chrome 116.0.0.0,,,2023-09-25 23:29:11,2023-09-25 23:29:11,0.342s,PASSED
"verifyElementText(findTestObject(""Object Repository/Page_Demo Web Shop. Gift Cards/h1_Gift Cards""), ""Gift Cards"")",Chrome 116.0.0.0,,,2023-09-25 23:29:11,2023-09-25 23:29:12,0.369s,PASSED
closeBrowser(),Chrome 116.0.0.0,,,2023-09-25 23:29:12,2023-09-25 23:29:13,1.061s,PASSED
,,,,,,,
Test Cases/Top Menu - Jewelry,Chrome 116.0.0.0,,,2023-09-25 23:29:13,2023-09-25 23:29:23,10.057s,PASSED
"openBrowser("""")",Chrome 116.0.0.0,,,2023-09-25 23:29:13,2023-09-25 23:29:16,2.469s,PASSED
"navigateToUrl(""https://demowebshop.tricentis.com/"")",Chrome 116.0.0.0,,,2023-09-25 23:29:16,2023-09-25 23:29:20,3.906s,PASSED
"click(findTestObject(""Object Repository/Page_Demo Web Shop/a_Jewelry""))",Chrome 116.0.0.0,,,2023-09-25 23:29:20,2023-09-25 23:29:21,1.491s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Page_Demo Web Shop. Jewelry/h1_Jewelry""), 0)",Chrome 116.0.0.0,,,2023-09-25 23:29:21,2023-09-25 23:29:21,0.354s,PASSED
"verifyElementText(findTestObject(""Object Repository/Page_Demo Web Shop. Jewelry/h1_Jewelry""), ""Jewelry"")",Chrome 116.0.0.0,,,2023-09-25 23:29:21,2023-09-25 23:29:22,0.383s,PASSED
closeBrowser(),Chrome 116.0.0.0,,,2023-09-25 23:29:22,2023-09-25 23:29:23,1.018s,PASSED
